ID,Year,Loan Limit,Gender,Approved in Advance,Loan Type,Loan Purpose,Credit Worthiness,Open Credit,Business Or Commercial,Loan Amount,Rate of Interest,Interest rate spread,Upfront charges,Term(months),Negative Ammortization,Interest Only,Lump Sum Payment,Property Value,Construction Type,Occupancy Type,Secured by,Total Units,Income,Credit Type,Credit Score,Co-applicant Credit Type,Min Age,Max Age,Submission of Application,Loan to Value,Region,Default Status,Debt-to-Income Ratio,LTV Risk Bucket,Credit Score Bucket,i
44205,2019,Conforming Loan,Male,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$156,500.00",3.75%,0.9974,"$3,500.00",180,No,No,No,"$398,000.00",Site-Built,Principal Residence,home,1U,"$5,280.00",EXP,577,CIB,45,,Yes,39.32160804,North,No,41,Low,Poor ,
144100,2019,Conforming Loan,Male,Not Pre-Approved,Federal Housing Administration,Home Improvement,Standard,No,Yes,"$26,500.00",3.99%,0.3831,$0.00,360,No,No,No,"$38,000.00",Site-Built,Principal Residence,home,1U,"$2,460.00",CIB,643,CIB,25,,Yes,69.73684211,Central,Yes,38,Moderate,Fair,
124006,2019,Conforming Loan,Unknown,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$436,500.00",4.50%,0.8938,"$5,568.64",360,No,No,No,"$548,000.00",Site-Built,Principal Residence,home,1U,"$9,660.00",CIB,530,EXP,45,,Yes,79.65328467,South,No,38,Moderate,Poor ,
42974,2019,Conforming Loan,Female,Pre-Approved,Conventional,Refinancing,Standard,No,No,"$196,500.00",3.75%,0.65,"$1,250.00",180,No,No,No,"$538,000.00",Site-Built,Principal Residence,home,1U,"$3,780.00",CIB,777,CIB,55,,Yes,36.52416357,North,No,43,Low,Very Good,
117655,2019,Conforming Loan,Unknown,Not Pre-Approved,Conventional,Home Purchase,Standard,No,No,"$76,500.00",3.99%,0.3831,$0.00,360,No,No,No,"$78,000.00",Site-Built,Principal Residence,home,1U,$960.00,CRIF,601,CIB,35,,Yes,98.07692308,South,Yes,53,High,Fair,
100661,2019,Conforming Loan,Unknown,Not Pre-Approved,Federal Housing Administration,Cash-out Refinancing,Standard,No,Yes,"$346,500.00",4.13%,1.2255,$0.00,360,No,No,No,"$468,000.00",Site-Built,Principal Residence,home,1U,"$5,760.00",CIB,681,CIB,25,,Yes,74.03846154,South,No,39,Moderate,Good ,
151043,2019,Conforming Loan,Joint,Not Pre-Approved,Federal Housing Administration,Home Purchase,Standard,No,Yes,"$676,500.00",3.99%,0.3831,$0.00,360,Yes,No,No,"$418,000.00",Site-Built,Principal Residence,home,1U,"$11,100.00",EQUI,690,EXP,35,,No,161.8421053,South,Yes,39,Very High,Good ,
122615,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$726,500.00",4.50%,0.112,$0.00,360,No,No,No,"$1,558,000.00",Site-Built,Principal Residence,home,1U,"$6,720.00",CIB,731,EXP,45,,No,46.63029525,South,No,51,Low,Good ,
50337,2019,Conforming Loan,Female,Not Pre-Approved,Conventional,Home Purchase,Standard,No,No,"$276,500.00",3.99%,0.3831,$0.00,360,No,No,No,"$418,000.00",Site-Built,Principal Residence,home,1U,"$4,380.00",EQUI,582,EXP,25,,No,66.14832536,North,Yes,39,Moderate,Fair,
53806,2019,Conforming Loan,Female,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$106,500.00",4.99%,1.1614,"$2,352.50",360,No,No,No,"$148,000.00",Site-Built,Principal Residence,home,1U,"$2,400.00",CRIF,768,CIB,45,,Yes,71.95945946,North,No,44,Moderate,Very Good,
29682,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$396,500.00",3.88%,0.0697,$0.00,360,No,No,No,"$808,000.00",Site-Built,Principal Residence,home,1U,"$14,520.00",CIB,641,EXP,55,,No,49.07178218,North,No,47,Low,Fair,
132633,2019,Conforming Loan,Female,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$316,500.00",3.50%,-0.0629,"$3,612.94",360,No,No,No,"$458,000.00",Site-Built,Principal Residence,home,1U,"$4,500.00",CIB,526,CIB,35,,Yes,69.10480349,South,No,31,Moderate,Poor ,
145476,2019,Conforming Loan,Female,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$186,500.00",4.13%,0.7471,"$6,068.19",360,No,No,No,"$258,000.00",Site-Built,Principal Residence,home,1U,"$2,820.00",EXP,685,CIB,65,,Yes,72.28682171,North,No,24,Moderate,Good ,
82296,2019,Conforming Loan,Male,Not Pre-Approved,Veterans Affairs,Refinancing,Standard,No,No,"$336,500.00",3.99%,0.3831,$0.00,300,No,No,Yes,"$418,000.00",Site-Built,Principal Residence,home,1U,"$5,820.00",EQUI,715,EXP,45,,Yes,80.50239234,North,Yes,39,High,Good ,
79652,2019,Conforming Loan,Male,Not Pre-Approved,Federal Housing Administration,Cash-out Refinancing,Standard,No,Yes,"$126,500.00",3.99%,0.3831,$0.00,360,No,No,No,"$118,000.00",Site-Built,Principal Residence,home,1U,"$2,100.00",CRIF,897,CIB,55,,Yes,107.2033898,North,Yes,40,Very High,Excellent,
118317,2019,Conforming Loan,Joint,Not Pre-Approved,Veterans Affairs,Refinancing,Standard,No,No,"$136,500.00",3.99%,0.6478,"$1,968.07",360,Yes,No,No,"$168,000.00",Site-Built,Principal Residence,home,1U,"$6,360.00",CRIF,694,EXP,45,,Yes,81.25,North,No,23,High,Good ,
52153,2019,Conforming Loan,Male,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$246,500.00",3.99%,0.3831,$0.00,360,No,No,No,"$418,000.00",Site-Built,Principal Residence,home,1U,"$3,660.00",EQUI,724,EXP,45,,Yes,58.97129187,South,Yes,39,Low,Good ,
93686,2019,Conforming Loan,Female,Not Pre-Approved,Conventional,Home Purchase,Standard,No,No,"$276,500.00",3.99%,0.3831,$0.00,360,No,No,No,"$418,000.00",Site-Built,Principal Residence,home,1U,"$4,440.00",EQUI,696,EXP,35,,No,66.14832536,North,Yes,39,Moderate,Good ,
69787,2019,Conforming Loan,Male,Not Pre-Approved,Conventional,Cash-out Refinancing,Non-Standard,No,No,"$356,500.00",4.18%,0.4674,$0.00,360,No,No,No,"$608,000.00",Site-Built,Principal Residence,home,1U,"$6,540.00",EXP,770,CIB,55,,Yes,58.63486842,North,No,33,Low,Very Good,
137707,2019,Conforming Loan,Unknown,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$76,500.00",4.13%,0.8849,"$2,851.00",360,No,No,No,"$408,000.00",Site-Built,Principal Residence,home,1U,"$1,860.00",EXP,877,EXP,65,,Yes,18.75,South,No,23,Low,Excellent,
87032,2019,Conforming Loan,Joint,Pre-Approved,Veterans Affairs,Home Purchase,Standard,No,No,"$146,500.00",3.99%,0.3831,$0.00,360,No,No,No,"$418,000.00",Site-Built,Principal Residence,home,1U,"$3,300.00",EQUI,793,EXP,55,,Yes,35.04784689,North,Yes,39,Low,Very Good,
125058,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$256,500.00",3.63%,0.087,"$1,046.88",360,No,Yes,No,"$458,000.00",Site-Built,Principal Residence,home,1U,"$6,660.00",CIB,846,EXP,25,,No,56.00436681,North,No,34,Low,Excellent,
39290,2019,Conforming Loan,Male,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$576,500.00",4.50%,0.0546,$0.00,360,No,No,No,"$738,000.00",Site-Built,Principal Residence,home,1U,"$8,340.00",CRIF,630,CIB,25,,No,78.11653117,South,No,37,Moderate,Fair,
72449,2019,Conforming Loan,Female,Not Pre-Approved,Federal Housing Administration,Refinancing,Standard,No,Yes,"$126,500.00",3.99%,1.2796,"$2,136.75",360,No,No,No,"$168,000.00",Site-Built,Principal Residence,home,1U,"$3,120.00",CRIF,805,CIB,55,,Yes,75.29761905,Central,No,60,Moderate,Excellent,
61019,2019,Conforming Loan,Male,Not Pre-Approved,Federal Housing Administration,Refinancing,Standard,No,Yes,"$316,500.00",3.99%,0.3831,$0.00,360,No,No,No,"$418,000.00",Site-Built,Principal Residence,home,1U,"$5,040.00",EQUI,531,EXP,55,,Yes,75.71770335,Central,Yes,39,Moderate,Poor ,
93025,2019,Conforming Loan,Female,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$156,500.00",3.63%,0.1968,"$4,041.25",324,No,No,No,"$308,000.00",Site-Built,Principal Residence,home,1U,"$2,280.00",CIB,568,CIB,65,,Yes,50.81168831,North,No,41,Low,Poor ,
54908,2019,Conforming Loan,Unknown,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$216,500.00",4.99%,1.3467,"$4,430.00",360,No,No,No,"$458,000.00",Site-Built,Investment Property,home,1U,"$12,960.00",CIB,590,EXP,45,,Yes,47.27074236,South,No,27,Low,Fair,
89203,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Home Purchase,Standard,No,No,"$726,500.00",3.63%,0.0991,"$1,445.79",360,No,No,Yes,"$978,000.00",Site-Built,Principal Residence,home,1U,"$9,660.00",CIB,743,EXP,45,,No,74.28425358,North,No,34,Moderate,Very Good,
48168,2019,Conforming Loan,Unknown,Not Pre-Approved,Conventional,Home Purchase,Standard,No,No,"$596,500.00",4.50%,0.3509,$0.00,360,No,No,No,"$668,000.00",Site-Built,Principal Residence,home,1U,"$10,680.00",CRIF,883,EXP,35,,No,89.29640719,South,No,45,High,Excellent,
27854,2019,Conforming Loan,Female,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$146,500.00",3.99%,0.5184,"$3,438.28",360,No,No,No,"$248,000.00",Site-Built,Principal Residence,home,1U,"$1,620.00",CIB,889,CIB,65,,Yes,59.07258065,North,No,44,Low,Excellent,
126060,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$126,500.00",4.88%,1.2992,"$3,653.56",360,No,No,No,"$158,000.00",Site-Built,Principal Residence,home,1U,"$3,120.00",CIB,560,EXP,65,,Yes,80.06329114,North,No,39,High,Poor ,
66405,2019,Conforming Loan,Male,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$366,500.00",3.38%,0.2765,"$1,133.18",180,No,No,No,"$1,008,000.00",Site-Built,Principal Residence,home,1U,"$11,700.00",CRIF,624,CIB,45,,No,36.35912698,North,No,31,Low,Fair,
172486,2019,non Conforming Loan,Joint,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$586,500.00",4.50%,0.0593,"$3,250.00",360,Yes,No,No,"$738,000.00",Site-Built,Principal Residence,home,1U,"$11,700.00",CRIF,530,EXP,35,,No,79.47154472,South,No,23,Moderate,Poor ,
56040,2019,Conforming Loan,Female,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$76,500.00",3.75%,1.2741,"$3,267.80",180,No,No,No,"$118,000.00",Site-Built,Principal Residence,home,1U,"$4,740.00",CIB,829,CIB,45,,Yes,64.83050847,North,No,16,Moderate,Excellent,
131756,2019,Conforming Loan,Joint,Not Pre-Approved,Veterans Affairs,Refinancing,Standard,No,No,"$166,500.00",2.99%,-0.5596,"$5,427.50",360,No,No,No,"$168,000.00",Site-Built,Principal Residence,home,1U,"$2,400.00",EXP,887,EXP,74,,Yes,99.10714286,North,No,35,High,Excellent,
78744,2019,Conforming Loan,Female,Not Pre-Approved,Veterans Affairs,Refinancing,Standard,No,No,"$116,500.00",3.99%,0.3831,$0.00,240,No,No,No,"$418,000.00",Site-Built,Principal Residence,home,1U,"$2,760.00",EQUI,703,EXP,65,,Yes,27.8708134,South,Yes,39,Low,Good ,
96438,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$636,500.00",3.99%,0.2902,"$11,830.31",360,No,No,No,"$1,388,000.00",Site-Built,Principal Residence,home,1U,"$10,800.00",CRIF,733,EXP,55,,Yes,45.8573487,Central,No,24,Low,Good ,
103091,2019,Conforming Loan,Joint,Not Pre-Approved,Veterans Affairs,Refinancing,Standard,No,No,"$446,500.00",3.50%,0.0506,"$10,496.50",360,No,No,No,"$638,000.00",Site-Built,Principal Residence,home,1U,"$9,060.00",CIB,815,EXP,25,,Yes,69.98432602,South,No,51,Moderate,Excellent,
155961,2019,Conforming Loan,Female,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$176,500.00",3.99%,0.3831,$0.00,300,No,Yes,No,"$418,000.00",Site-Built,Principal Residence,home,1U,"$3,480.00",EQUI,849,EXP,55,,Yes,42.22488038,North,Yes,39,Low,Excellent,
122360,2019,Conforming Loan,Unknown,Not Pre-Approved,Conventional,Home Purchase,Standard,No,No,"$416,500.00",3.99%,0.577,"$3,656.67",360,No,No,No,"$438,000.00",Site-Built,Principal Residence,home,1U,"$8,100.00",EXP,825,EXP,35,,Yes,95.0913242,South,No,36,High,Excellent,
110748,2019,Conforming Loan,Unknown,Pre-Approved,Veterans Affairs,Home Purchase,Standard,No,No,"$316,500.00",3.50%,0.0667,"$3,085.00",360,No,No,No,"$308,000.00",Site-Built,Principal Residence,home,1U,"$5,640.00",EXP,717,CIB,35,,Yes,102.7597403,South,No,32,Very High,Good ,
108113,2019,non Conforming Loan,Joint,Not Pre-Approved,Federal Housing Administration,Refinancing,Standard,No,Yes,"$296,500.00",3.99%,0.595,"$1,890.00",360,No,No,No,"$348,000.00",Site-Built,Principal Residence,home,1U,"$5,100.00",EXP,884,EXP,55,,Yes,85.20114943,North,No,42,High,Excellent,
87371,2019,non Conforming Loan,Female,Pre-Approved,Conventional,Home Purchase,Standard,No,No,"$526,500.00",3.50%,-0.2239,"$4,749.00",360,No,No,No,"$658,000.00",Site-Built,Principal Residence,home,1U,"$17,100.00",CIB,672,CIB,35,,Yes,80.01519757,South,No,30,High,Good ,
78632,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Home Purchase,Standard,No,No,"$546,500.00",3.50%,0.002,"$4,784.40",360,No,Yes,No,"$608,000.00",Site-Built,Principal Residence,home,1U,"$10,680.00",EXP,773,EXP,35,,No,89.88486842,South,No,23,High,Very Good,
56841,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Refinancing,Non-Standard,No,No,"$106,500.00",3.88%,0.8675,"$4,000.00",120,No,No,No,"$198,000.00",Site-Built,Principal Residence,home,1U,"$5,340.00",CIB,542,EXP,45,,Yes,53.78787879,North,No,35,Low,Poor ,
74528,2019,Conforming Loan,Female,Not Pre-Approved,Federal Housing Administration,Refinancing,Standard,No,Yes,"$296,500.00",3.99%,0.4701,$0.00,360,No,No,No,"$348,000.00",Site-Built,Principal Residence,home,1U,"$3,720.00",CRIF,711,CIB,55,,No,85.20114943,South,No,41,High,Good ,
157743,2019,Conforming Loan,Unknown,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$556,500.00",4.75%,1.009,"$2,688.12",360,Yes,No,No,"$698,000.00",Site-Built,Principal Residence,home,1U,"$7,680.00",EXP,566,CIB,35,,No,79.7277937,South,No,38,Moderate,Poor ,
114346,2019,Conforming Loan,Male,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$206,500.00",2.99%,0.2866,"$6,190.00",180,No,No,No,"$248,000.00",Site-Built,Principal Residence,home,1U,"$3,720.00",CRIF,791,CIB,35,,Yes,83.26612903,South,No,31,High,Very Good,
84551,2019,Conforming Loan,Male,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$266,500.00",3.63%,0.11,"$1,719.00",360,No,No,No,"$308,000.00",Site-Built,Principal Residence,home,1U,"$6,600.00",CIB,501,CIB,25,,No,86.52597403,South,No,27,High,Poor ,
120785,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$306,500.00",3.75%,0.0736,"$3,558.65",360,No,No,No,"$418,000.00",Site-Built,Principal Residence,home,1U,"$7,860.00",EXP,864,EXP,55,,Yes,73.32535885,North,No,28,Moderate,Excellent,
51736,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Home Purchase,Standard,No,No,"$286,500.00",3.88%,0.2821,$446.04,360,No,No,No,"$328,000.00",Site-Built,Principal Residence,home,1U,"$5,940.00",EXP,734,EXP,35,,No,87.34756098,North,No,27,High,Good ,
111515,2019,Conforming Loan,Female,Not Pre-Approved,Federal Housing Administration,Cash-out Refinancing,Standard,No,Yes,"$266,500.00",3.99%,0.3831,$0.00,360,No,Yes,No,"$318,000.00",Site-Built,Principal Residence,home,1U,"$3,660.00",CRIF,639,CIB,45,,Yes,83.80503145,North,Yes,44,High,Fair,
148360,2019,Conforming Loan,Joint,Not Pre-Approved,Federal Housing Administration,Refinancing,Standard,No,Yes,"$266,500.00",2.99%,-0.0508,$0.00,360,No,No,No,"$328,000.00",Site-Built,Principal Residence,home,1U,"$6,720.00",CIB,548,EXP,25,,No,81.25,North,No,36,High,Poor ,
26538,2019,Conforming Loan,Female,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$286,500.00",3.75%,0.2456,"$9,530.00",360,No,No,No,"$528,000.00",Site-Built,Principal Residence,home,1U,"$2,880.00",CRIF,539,CIB,65,,Yes,54.26136364,Central,No,43,Low,Poor ,
119655,2019,Conforming Loan,Unknown,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$646,500.00",4.99%,1.2197,"$6,050.00",360,No,No,No,"$1,258,000.00",Site-Built,Investment Property,home,1U,"$9,720.00",CIB,614,EXP,55,,Yes,51.39109698,South,No,40,Low,Fair,
133386,2019,Conforming Loan,Male,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$296,500.00",3.63%,0.023,"$4,227.12",360,No,No,No,"$408,000.00",Site-Built,Principal Residence,home,1U,"$3,300.00",CRIF,746,CIB,35,,No,72.67156863,North,No,40,Moderate,Very Good,
68935,2019,Conforming Loan,Female,Not Pre-Approved,Federal Housing Administration,Home Purchase,Standard,No,Yes,"$216,500.00",3.13%,0.4187,$627.46,360,No,No,No,"$218,000.00",Site-Built,Principal Residence,home,1U,"$2,700.00",CIB,837,CIB,65,,No,99.31192661,North,No,48,High,Excellent,
34337,2019,Conforming Loan,Joint,Not Pre-Approved,Veterans Affairs,Home Purchase,Standard,No,No,"$436,500.00",3.63%,-0.483,$0.00,360,No,No,No,"$438,000.00",Site-Built,Principal Residence,home,1U,"$6,720.00",CIB,680,EXP,35,,No,99.65753425,North,No,45,High,Good ,
112614,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$966,500.00",4.50%,0.3572,$620.48,360,No,No,No,"$1,328,000.00",Site-Built,Principal Residence,home,3U,"$11,760.00",CIB,559,EXP,35,,No,72.77861446,North,No,41,Moderate,Poor ,
158541,2019,Conforming Loan,Female,Not Pre-Approved,Conventional,Home Purchase,Standard,No,No,"$426,500.00",3.99%,0.3831,$0.00,360,No,No,No,"$418,000.00",Site-Built,Principal Residence,home,1U,"$7,680.00",CIB,552,CIB,65,,No,102.0334928,South,Yes,22,Very High,Poor ,
170304,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$216,500.00",5.25%,1.4984,"$5,618.00",360,No,No,No,"$278,000.00",Site-Built,Principal Residence,home,1U,"$5,520.00",CIB,774,EXP,45,,Yes,77.87769784,South,No,43,Moderate,Very Good,
75451,2019,Conforming Loan,Female,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$176,500.00",3.75%,0.3317,"$5,145.81",180,No,No,No,"$218,000.00",Site-Built,Principal Residence,home,1U,"$6,600.00",CRIF,598,CIB,45,,Yes,80.96330275,North,No,36,High,Fair,
77618,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Home Purchase,Standard,No,No,"$506,500.00",4.88%,0.3868,$0.00,360,No,No,No,"$568,000.00",Site-Built,Principal Residence,home,1U,"$8,880.00",CRIF,817,EXP,35,,No,89.17253521,North,No,36,High,Excellent,
99807,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$466,500.00",3.99%,0.3831,$0.00,360,No,No,No,"$858,000.00",Site-Built,Principal Residence,home,1U,"$6,900.00",CIB,623,EXP,55,,No,54.37062937,North,Yes,59,Low,Fair,
163591,2019,Conforming Loan,Male,Pre-Approved,Veterans Affairs,Refinancing,Standard,No,No,"$196,500.00",3.99%,0.3831,$0.00,360,No,No,No,"$418,000.00",Site-Built,Principal Residence,home,1U,"$8,340.00",EQUI,872,EXP,74,,Yes,47.00956938,South,Yes,39,Low,Excellent,
157848,2019,non Conforming Loan,Male,Not Pre-Approved,Veterans Affairs,Home Purchase,Standard,No,No,"$216,500.00",4.75%,0.8958,$20.00,360,No,No,No,"$218,000.00",Site-Built,Principal Residence,home,1U,"$4,020.00",CRIF,505,CIB,25,,Yes,99.31192661,North,No,49,High,Poor ,
129310,2019,non Conforming Loan,Female,Not Pre-Approved,Veterans Affairs,Cash-out Refinancing,Standard,No,No,"$566,500.00",3.99%,0.3831,$0.00,360,No,No,No,"$548,000.00",Site-Built,Principal Residence,home,1U,"$5,760.00",CIB,555,EXP,45,,No,103.3759124,North,Yes,39,Very High,Poor ,
143369,2019,Conforming Loan,Joint,Not Pre-Approved,Veterans Affairs,Home Purchase,Standard,No,No,"$286,500.00",3.63%,0.319,"$2,739.82",360,No,No,No,"$278,000.00",Site-Built,Principal Residence,home,1U,"$7,980.00",CIB,502,EXP,45,,Yes,103.057554,North,No,36,Very High,Poor ,
33448,2019,Conforming Loan,Unknown,Not Pre-Approved,Veterans Affairs,Refinancing,Standard,No,No,"$186,500.00",3.99%,0.3831,$0.00,360,No,No,No,"$418,000.00",Site-Built,Principal Residence,home,1U,"$3,840.00",EQUI,560,EXP,55,,Yes,44.61722488,South,Yes,39,Low,Poor ,
119494,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$216,500.00",3.99%,0.3831,$0.00,360,No,No,No,"$418,000.00",Site-Built,Principal Residence,home,1U,"$2,160.00",EQUI,786,EXP,65,,Yes,51.79425837,Central,Yes,39,Low,Very Good,
84808,2019,Conforming Loan,Female,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$416,500.00",3.63%,-0.173,$0.00,360,No,No,No,"$608,000.00",Site-Built,Principal Residence,home,1U,"$7,560.00",CIB,818,CIB,55,,No,68.50328947,North,No,39,Moderate,Excellent,
37438,2019,Conforming Loan,Male,Not Pre-Approved,Conventional,Home Purchase,Standard,No,No,"$376,500.00",4.13%,0.5683,"$3,000.00",360,Yes,No,No,"$508,000.00",Site-Built,Investment Property,home,1U,"$11,160.00",EXP,779,CIB,35,,No,74.11417323,South,No,41,Moderate,Very Good,
112556,2019,Conforming Loan,Unknown,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$66,500.00",3.99%,0.3831,$0.00,360,Yes,No,No,"$88,000.00",Site-Built,Principal Residence,home,1U,"$1,200.00",CRIF,666,CIB,74,,Yes,75.56818182,South,Yes,35,Moderate,Fair,
99281,2019,non Conforming Loan,Male,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$1,336,500.00",3.99%,0.3831,$0.00,360,No,No,No,"$4,408,000.00",Site-Built,Principal Residence,home,1U,"$24,840.00",CIB,755,CIB,65,,Yes,30.31987296,North,Yes,36,Low,Very Good,
43748,2019,non Conforming Loan,Male,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$356,500.00",3.99%,0.3831,$0.00,360,No,No,No,"$418,000.00",Site-Built,Principal Residence,home,1U,"$4,140.00",EQUI,546,EXP,25,,No,85.28708134,North,Yes,39,High,Poor ,
170003,2019,Conforming Loan,Unknown,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$326,500.00",3.99%,0.3831,$0.00,360,No,No,No,"$418,000.00",Site-Built,Principal Residence,home,1U,"$10,080.00",EQUI,545,EXP,35,,Yes,78.11004785,South,Yes,39,Moderate,Poor ,
88857,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$486,500.00",3.38%,0.2522,"$2,460.00",180,Yes,No,No,"$1,008,000.00",Site-Built,Principal Residence,home,1U,"$8,340.00",CRIF,784,EXP,45,,Yes,48.26388889,South,No,45,Low,Very Good,
163027,2019,Conforming Loan,Female,Not Pre-Approved,Conventional,Home Purchase,Non-Standard,No,No,"$276,500.00",5.38%,1.3951,"$7,803.00",360,No,No,No,"$368,000.00",Site-Built,Investment Property,home,2U,"$7,020.00",CRIF,554,CIB,35,,No,75.13586957,Central,No,35,Moderate,Poor ,
